oid,custid,ordertime
6217,260,2018-10-07 07:47:34.955991+00
6218,817,2018-10-07 07:49:00.186272+00
6219,448,2018-10-07 07:49:02.878917+00
6220,968,2018-10-07 07:49:46.203528+00
6221,889,2018-10-07 07:49:47.022322+00
6222,732,2018-10-07 07:50:02.031392+00
6223,718,2018-10-07 07:50:08.005278+00
6224,426,2018-10-07 07:50:21.91523+00
6225,641,2018-10-07 07:50:24.436675+00
6226,312,2018-10-07 07:50:29.54396+00
6227,882,2018-10-07 07:50:35.298384+00
6228,466,2018-10-07 07:51:11.338318+00
6229,800,2018-10-07 07:51:38.262218+00
6230,256,2018-10-07 07:52:36.613314+00
6231,274,2018-10-07 07:52:38.040797+00
6232,916,2018-10-07 07:52:40.966144+00
6233,994,2018-10-07 07:53:22.08342+00
6234,488,2018-10-07 07:53:40.194376+00
6235,479,2018-10-07 07:53:50.462219+00
6236,296,2018-10-07 07:53:55.740674+00
6237,215,2018-10-07 07:54:15.753819+00
6238,85,2018-10-07 07:54:23.605423+00
6239,898,2018-10-07 07:54:42.491104+00
6240,63,2018-10-07 07:54:58.940907+00
6241,406,2018-10-07 07:55:11.469705+00
6242,759,2018-10-07 07:55:26.363581+00
6243,53,2018-10-07 07:56:07.057779+00
6244,467,2018-10-07 07:56:07.875373+00
6245,747,2018-10-07 07:56:10.829638+00
6246,207,2018-10-07 07:56:30.304018+00
6247,340,2018-10-07 07:56:50.945444+00
6248,559,2018-10-07 07:57:13.578968+00
6249,653,2018-10-07 07:57:18.780831+00
6250,266,2018-10-07 07:57:24.175903+00
6251,919,2018-10-07 07:57:51.249566+00
6252,881,2018-10-07 07:57:55.411364+00
6253,704,2018-10-07 07:58:46.436091+00
6254,134,2018-10-07 07:58:54.474837+00
6255,3,2018-10-07 07:59:13.094729+00
6256,794,2018-10-07 07:59:14.274482+00
6257,611,2018-10-07 07:59:38.463044+00
6258,157,2018-10-07 08:00:00.959805+00
6259,362,2018-10-07 08:00:25.980844+00
6260,745,2018-10-07 08:00:55.264703+00
6261,42,2018-10-07 08:01:21.102063+00
6262,945,2018-10-07 08:01:51.877721+00
6263,634,2018-10-07 08:02:10.632071+00
6264,670,2018-10-07 08:02:12.529158+00
6265,81,2018-10-07 08:02:14.377516+00
6266,854,2018-10-07 08:03:07.511961+00
6267,551,2018-10-07 08:03:17.133663+00
6268,422,2018-10-07 08:03:30.215276+00
6269,831,2018-10-07 08:03:49.485584+00
6270,133,2018-10-07 08:03:52.247602+00
6271,727,2018-10-07 08:03:54.08168+00
6272,583,2018-10-07 08:03:54.615173+00
6273,52,2018-10-07 08:04:20.696955+00
6274,522,2018-10-07 08:04:51.966409+00
6275,46,2018-10-07 08:05:01.985338+00
6276,891,2018-10-07 08:05:22.150155+00
6277,921,2018-10-07 08:05:37.34353+00
6278,600,2018-10-07 08:06:09.718384+00
6279,17,2018-10-07 08:06:16.135422+00
6280,381,2018-10-07 08:06:16.138877+00
6281,523,2018-10-07 08:06:25.817569+00
6282,575,2018-10-07 08:06:27.610426+00
6283,239,2018-10-07 08:06:48.096635+00
6284,1,2018-10-07 08:07:39.090935+00
6285,864,2018-10-07 08:07:42.806871+00
6286,225,2018-10-07 08:08:06.76512+00
6287,397,2018-10-07 08:08:07.31995+00
6288,339,2018-10-07 08:08:40.984374+00
6289,323,2018-10-07 08:08:42.638345+00
6290,194,2018-10-07 08:09:01.691049+00
6291,532,2018-10-07 08:09:52.394345+00
6292,667,2018-10-07 08:10:00.481963+00
6293,17,2018-10-07 08:10:23.478159+00
6294,237,2018-10-07 08:10:35.899982+00
6295,705,2018-10-07 08:10:39.863449+00
6296,952,2018-10-07 08:10:45.409939+00
6297,566,2018-10-07 08:11:47.815919+00
6298,620,2018-10-07 08:12:04.162708+00
6299,793,2018-10-07 08:12:21.142243+00
6300,611,2018-10-07 08:12:35.846679+00
6301,941,2018-10-07 08:12:56.21406+00
6302,716,2018-10-07 08:13:28.88093+00
6303,30,2018-10-07 08:13:34.433137+00
6304,624,2018-10-07 08:13:45.816006+00
6305,662,2018-10-07 08:14:17.149306+00
6306,814,2018-10-07 08:14:23.949757+00
6307,392,2018-10-07 08:14:35.104237+00
6308,394,2018-10-07 08:14:43.993478+00
6309,129,2018-10-07 08:15:02.951701+00
6310,39,2018-10-07 08:15:25.520626+00
6311,83,2018-10-07 08:15:32.593693+00
6312,280,2018-10-07 08:15:37.324861+00
6313,964,2018-10-07 08:15:55.958359+00
6314,667,2018-10-07 08:16:21.381488+00
6315,611,2018-10-07 08:16:47.792349+00
6316,459,2018-10-07 08:16:54.635941+00
6317,436,2018-10-07 08:17:28.824824+00
6318,30,2018-10-07 08:17:43.099054+00
6319,448,2018-10-07 08:17:46.566209+00
6320,272,2018-10-07 08:17:58.74031+00
6321,684,2018-10-07 08:17:59.863196+00
6322,190,2018-10-07 08:18:12.864114+00
6323,119,2018-10-07 08:18:49.523727+00
6324,56,2018-10-07 08:18:58.376029+00
6325,903,2018-10-07 08:19:02.10002+00
6326,514,2018-10-07 08:19:40.215619+00
6327,486,2018-10-07 08:20:04.48045+00
6328,744,2018-10-07 08:20:23.513561+00
6329,731,2018-10-07 08:20:26.166288+00
6330,149,2018-10-07 08:20:47.622413+00
6331,36,2018-10-07 08:21:08.756172+00
6332,362,2018-10-07 08:21:43.251205+00
6333,155,2018-10-07 08:21:54.362144+00
6334,604,2018-10-07 08:22:01.329063+00
6335,172,2018-10-07 08:22:05.401239+00
6336,558,2018-10-07 08:22:59.987966+00
6337,516,2018-10-07 08:23:22.701091+00
6338,883,2018-10-07 08:23:49.859578+00
6339,454,2018-10-07 08:24:00.731082+00
6340,983,2018-10-07 08:24:15.006033+00
6341,887,2018-10-07 08:24:48.858095+00
6342,686,2018-10-07 08:25:43.473401+00
6343,165,2018-10-07 08:25:56.927966+00
6344,127,2018-10-07 08:25:57.456125+00
6345,640,2018-10-07 08:26:04.15123+00
6346,131,2018-10-07 08:26:12.576182+00
6347,142,2018-10-07 08:26:15.391903+00
6348,211,2018-10-07 08:26:28.98172+00
6349,589,2018-10-07 08:27:34.672388+00
6350,592,2018-10-07 08:27:53.079774+00
6351,658,2018-10-07 08:28:02.502403+00
6352,468,2018-10-07 08:28:02.578997+00
6353,854,2018-10-07 08:28:23.648467+00
6354,735,2018-10-07 08:28:30.937429+00
6355,583,2018-10-07 08:28:53.201835+00
6356,791,2018-10-07 08:29:01.519428+00
6357,910,2018-10-07 08:29:23.860691+00
6358,45,2018-10-07 08:29:34.667979+00
6359,442,2018-10-07 08:29:38.244064+00
6360,192,2018-10-07 08:29:44.710874+00
6361,703,2018-10-07 08:30:18.732668+00
6362,308,2018-10-07 08:30:19.380747+00
6363,719,2018-10-07 08:30:51.417928+00
6364,972,2018-10-07 08:31:01.647556+00
6365,219,2018-10-07 08:31:05.966832+00
6366,212,2018-10-07 08:31:11.614004+00
6367,712,2018-10-07 08:31:20.984209+00
6368,507,2018-10-07 08:31:30.550641+00
6369,807,2018-10-07 08:32:01.578868+00
6370,954,2018-10-07 08:32:42.976304+00
6371,4,2018-10-07 08:32:43.366525+00
6372,949,2018-10-07 08:32:47.747409+00
6373,226,2018-10-07 08:33:27.57406+00
6374,657,2018-10-07 08:33:35.291837+00
6375,795,2018-10-07 08:33:40.036642+00
6376,165,2018-10-07 08:34:06.087657+00
6377,395,2018-10-07 08:34:18.983185+00
6378,92,2018-10-07 08:34:31.105162+00
6379,251,2018-10-07 08:34:37.242288+00
6380,725,2018-10-07 08:34:42.292546+00
6381,42,2018-10-07 08:34:55.608682+00
6382,665,2018-10-07 08:35:43.651181+00
6383,534,2018-10-07 08:36:30.076791+00
6384,365,2018-10-07 08:36:44.081605+00
6385,610,2018-10-07 08:37:00.301058+00
6386,905,2018-10-07 08:37:16.208215+00
6387,324,2018-10-07 08:37:23.475753+00
6388,452,2018-10-07 08:37:44.041953+00
6389,123,2018-10-07 08:37:53.861846+00
6390,934,2018-10-07 08:38:43.354912+00
6391,717,2018-10-07 08:39:10.946106+00
6392,444,2018-10-07 08:39:19.860595+00
6393,513,2018-10-07 08:39:32.315576+00
6394,260,2018-10-07 08:39:34.626138+00
6395,842,2018-10-07 08:39:59.610669+00
6396,878,2018-10-07 08:40:34.70548+00
6397,882,2018-10-07 08:40:41.669774+00
6398,138,2018-10-07 08:40:42.680873+00
6399,687,2018-10-07 08:40:49.798952+00
6400,630,2018-10-07 08:40:58.016882+00
6401,371,2018-10-07 08:41:28.78646+00
6402,401,2018-10-07 08:41:52.485702+00
6403,134,2018-10-07 08:41:59.812388+00
6404,523,2018-10-07 08:42:03.518046+00
6405,607,2018-10-07 08:42:53.9349+00
6406,987,2018-10-07 08:43:00.107026+00
6407,461,2018-10-07 08:43:00.586514+00
6408,274,2018-10-07 08:43:07.112368+00
6409,4,2018-10-07 08:43:16.064564+00
6410,734,2018-10-07 08:43:44.624252+00
6411,35,2018-10-07 08:43:46.326502+00
6412,691,2018-10-07 08:44:09.431376+00
6413,858,2018-10-07 08:44:24.588315+00
6414,635,2018-10-07 08:45:01.508019+00
6415,313,2018-10-07 08:45:11.810285+00
6416,519,2018-10-07 08:45:13.41029+00
6417,323,2018-10-07 08:45:46.015704+00
6418,759,2018-10-07 08:45:53.877652+00
6419,536,2018-10-07 08:46:03.59971+00
6420,67,2018-10-07 08:46:12.455059+00
6421,162,2018-10-07 08:46:31.076505+00
6422,463,2018-10-07 08:47:18.403376+00
6423,766,2018-10-07 08:47:19.400372+00
6424,441,2018-10-07 08:47:37.759929+00
6425,118,2018-10-07 08:47:51.148966+00
6426,4,2018-10-07 08:48:31.074772+00
6427,553,2018-10-07 08:48:35.160001+00
6428,536,2018-10-07 08:48:50.160249+00
6429,927,2018-10-07 08:49:24.514155+00
6430,15,2018-10-07 08:49:34.191341+00
6431,291,2018-10-07 08:50:17.380313+00
6432,831,2018-10-07 08:50:29.886462+00
6433,70,2018-10-07 08:50:37.892281+00
6434,807,2018-10-07 08:51:27.838184+00
6435,810,2018-10-07 08:51:41.053661+00
6436,269,2018-10-07 08:51:55.072843+00
6437,85,2018-10-07 08:52:12.305487+00
6438,276,2018-10-07 08:52:19.426751+00
6439,123,2018-10-07 08:52:24.449601+00
6440,822,2018-10-07 08:52:26.896803+00
6441,768,2018-10-07 08:52:58.880258+00
6442,476,2018-10-07 08:53:30.812421+00
6443,538,2018-10-07 08:53:46.489602+00
6444,221,2018-10-07 08:53:53.293337+00
6445,680,2018-10-07 08:54:04.533192+00
6446,384,2018-10-07 08:54:24.369052+00
6447,130,2018-10-07 08:55:12.275127+00
6448,419,2018-10-07 08:55:27.061276+00
6449,621,2018-10-07 08:56:00.207405+00
6450,599,2018-10-07 08:56:13.053362+00
6451,724,2018-10-07 08:56:20.551486+00
6452,165,2018-10-07 08:56:57.402343+00
6453,123,2018-10-07 08:56:59.213239+00
6454,429,2018-10-07 08:57:16.631755+00
6455,669,2018-10-07 08:57:19.591411+00
6456,740,2018-10-07 08:58:22.564276+00
6457,298,2018-10-07 08:58:32.444403+00
6458,986,2018-10-07 08:58:49.630552+00
6459,585,2018-10-07 08:59:42.909772+00
6460,598,2018-10-07 09:00:09.674273+00
6461,204,2018-10-07 09:00:31.642476+00
6462,878,2018-10-07 09:00:53.108309+00
6463,723,2018-10-07 09:01:08.992878+00
6464,537,2018-10-07 09:01:12.042216+00
6465,700,2018-10-07 09:01:24.380651+00
6466,881,2018-10-07 09:01:57.669455+00
6467,6,2018-10-07 09:02:05.703405+00
6468,246,2018-10-07 09:02:18.670165+00
6469,30,2018-10-07 09:02:21.783012+00
6470,551,2018-10-07 09:02:49.382509+00
6471,858,2018-10-07 09:02:54.969137+00
6472,885,2018-10-07 09:03:16.725676+00
6473,240,2018-10-07 09:03:39.50952+00
6474,642,2018-10-07 09:03:59.96513+00
6475,258,2018-10-07 09:04:21.232476+00
6476,902,2018-10-07 09:04:26.273073+00
6477,538,2018-10-07 09:04:27.065169+00
6478,374,2018-10-07 09:04:43.672887+00
6479,543,2018-10-07 09:04:55.777474+00
6480,948,2018-10-07 09:05:22.171717+00
6481,369,2018-10-07 09:05:50.955524+00
6482,197,2018-10-07 09:06:09.995989+00
6483,94,2018-10-07 09:06:37.91925+00
6484,845,2018-10-07 09:06:39.300102+00
6485,594,2018-10-07 09:06:49.354527+00
6486,996,2018-10-07 09:06:59.185802+00
6487,227,2018-10-07 09:07:26.992593+00
6488,730,2018-10-07 09:07:34.637325+00
6489,46,2018-10-07 09:07:45.581423+00
6490,608,2018-10-07 09:07:49.56202+00
6491,453,2018-10-07 09:08:33.209662+00
6492,989,2018-10-07 09:08:43.947557+00
6493,858,2018-10-07 09:08:51.809211+00
6494,600,2018-10-07 09:09:34.814119+00
6495,171,2018-10-07 09:10:08.745213+00
6496,490,2018-10-07 09:10:18.907625+00
6497,567,2018-10-07 09:10:32.8607+00
6498,45,2018-10-07 09:10:43.469711+00
6499,554,2018-10-07 09:10:48.105122+00
6500,299,2018-10-07 09:10:54.011739+00
6501,669,2018-10-07 09:11:24.856548+00
6502,475,2018-10-07 09:11:26.958491+00
6503,564,2018-10-07 09:11:50.997137+00
6504,989,2018-10-07 09:12:25.657991+00
6505,597,2018-10-07 09:12:53.319544+00
6506,779,2018-10-07 09:13:05.315222+00
6507,578,2018-10-07 09:13:14.569639+00
6508,249,2018-10-07 09:13:22.976458+00
6509,161,2018-10-07 09:13:36.071599+00
6510,129,2018-10-07 09:13:52.572578+00
6511,356,2018-10-07 09:13:55.84106+00
6512,740,2018-10-07 09:14:27.76557+00
6513,358,2018-10-07 09:14:43.007203+00
6514,528,2018-10-07 09:14:46.898969+00
6515,100,2018-10-07 09:14:58.951682+00
6516,838,2018-10-07 09:15:59.123467+00
6517,514,2018-10-07 09:16:09.275503+00
6518,693,2018-10-07 09:16:20.906801+00
6519,936,2018-10-07 09:16:44.886329+00
6520,428,2018-10-07 09:16:53.354536+00
6521,529,2018-10-07 09:17:04.828081+00
6522,711,2018-10-07 09:17:04.986411+00
6523,836,2018-10-07 09:17:17.929766+00
6524,674,2018-10-07 09:17:48.108898+00
6525,987,2018-10-07 09:17:55.913373+00
6526,416,2018-10-07 09:18:01.902832+00
6527,31,2018-10-07 09:18:41.901525+00
6528,960,2018-10-07 09:18:47.648109+00
6529,382,2018-10-07 09:19:02.877848+00
6530,767,2018-10-07 09:19:09.891742+00
6531,235,2018-10-07 09:19:11.52386+00
6532,753,2018-10-07 09:19:25.100135+00
6533,301,2018-10-07 09:19:33.687381+00
6534,908,2018-10-07 09:19:34.086643+00
6535,21,2018-10-07 09:19:44.417608+00
6536,181,2018-10-07 09:20:19.115158+00
6537,718,2018-10-07 09:20:23.843108+00
6538,299,2018-10-07 09:20:48.680146+00
6539,170,2018-10-07 09:21:07.616718+00
6540,555,2018-10-07 09:21:10.889867+00
6541,838,2018-10-07 09:21:25.672375+00
6542,581,2018-10-07 09:21:44.412966+00
6543,814,2018-10-07 09:22:01.357797+00
6544,684,2018-10-07 09:22:31.599012+00
6545,843,2018-10-07 09:22:58.944379+00
6546,851,2018-10-07 09:23:19.275252+00
6547,25,2018-10-07 09:23:20.087311+00
6548,374,2018-10-07 09:24:18.144093+00
6549,866,2018-10-07 09:24:23.389899+00
6550,212,2018-10-07 09:24:23.652759+00
6551,901,2018-10-07 09:25:02.130347+00
6552,955,2018-10-07 09:25:18.656249+00
6553,482,2018-10-07 09:26:00.041454+00
6554,66,2018-10-07 09:26:18.14325+00
6555,743,2018-10-07 09:26:36.062241+00
6556,336,2018-10-07 09:27:18.676058+00
6557,604,2018-10-07 09:27:42.686404+00
6558,67,2018-10-07 09:28:06.991397+00
6559,544,2018-10-07 09:28:10.684773+00
6560,449,2018-10-07 09:28:16.83359+00
6561,942,2018-10-07 09:28:56.309835+00
6562,650,2018-10-07 09:29:29.749625+00
6563,584,2018-10-07 09:29:48.293565+00
6564,999,2018-10-07 09:29:48.833182+00
6565,286,2018-10-07 09:30:22.893299+00
6566,985,2018-10-07 09:30:42.493894+00
6567,344,2018-10-07 09:30:49.092454+00
6568,691,2018-10-07 09:31:03.904048+00
6569,804,2018-10-07 09:31:04.090445+00
6570,549,2018-10-07 09:31:10.800644+00
6571,516,2018-10-07 09:31:17.656297+00
6572,695,2018-10-07 09:32:03.148698+00
6573,121,2018-10-07 09:32:19.432857+00
6574,833,2018-10-07 09:32:30.667035+00
6575,531,2018-10-07 09:32:55.883219+00
6576,754,2018-10-07 09:33:26.421416+00
6577,103,2018-10-07 09:34:06.562477+00
6578,595,2018-10-07 09:34:22.306811+00
6579,364,2018-10-07 09:34:38.226974+00
6580,340,2018-10-07 09:34:52.183207+00
6581,950,2018-10-07 09:34:53.857194+00
6582,702,2018-10-07 09:35:15.742025+00
6583,120,2018-10-07 09:35:25.505645+00
6584,600,2018-10-07 09:35:26.42048+00
6585,421,2018-10-07 09:35:59.495037+00
6586,446,2018-10-07 09:36:39.22119+00
6587,39,2018-10-07 09:36:43.790252+00
6588,574,2018-10-07 09:37:01.240133+00
6589,359,2018-10-07 09:37:17.444092+00
6590,271,2018-10-07 09:37:19.471973+00
6591,515,2018-10-07 09:37:46.062001+00
6592,26,2018-10-07 09:38:04.418486+00
6593,956,2018-10-07 09:38:07.525889+00
6594,522,2018-10-07 09:38:09.165281+00
6595,832,2018-10-07 09:39:03.614507+00
6596,146,2018-10-07 09:39:07.49586+00
6597,78,2018-10-07 09:40:04.423323+00
6598,6,2018-10-07 09:40:18.495367+00
6599,326,2018-10-07 09:40:33.011653+00
6600,155,2018-10-07 09:40:40.574993+00
6601,164,2018-10-07 09:40:56.212215+00
6602,394,2018-10-07 09:41:31.529621+00
6603,591,2018-10-07 09:41:44.241362+00
6604,388,2018-10-07 09:42:08.132867+00
6605,799,2018-10-07 09:42:29.759745+00
6606,622,2018-10-07 09:42:43.552005+00
6607,122,2018-10-07 09:42:48.943044+00
6608,870,2018-10-07 09:42:50.797426+00
6609,254,2018-10-07 09:42:51.601262+00
6610,16,2018-10-07 09:43:06.036886+00
6611,893,2018-10-07 09:43:10.242279+00
6612,310,2018-10-07 09:43:25.771539+00
6613,798,2018-10-07 09:43:26.865223+00
6614,73,2018-10-07 09:44:12.908921+00
6615,490,2018-10-07 09:44:47.550452+00
6616,162,2018-10-07 09:44:50.487141+00
6617,322,2018-10-07 09:45:01.45679+00
6618,284,2018-10-07 09:45:10.065851+00
6619,881,2018-10-07 09:45:33.018298+00
6620,120,2018-10-07 09:45:41.453536+00
6621,911,2018-10-07 09:46:02.599698+00
6622,447,2018-10-07 09:46:12.038812+00
6623,890,2018-10-07 09:46:43.438809+00
6624,478,2018-10-07 09:47:15.277902+00
6625,331,2018-10-07 09:47:24.820526+00
6626,704,2018-10-07 09:47:46.650372+00
6627,820,2018-10-07 09:48:05.034595+00
6628,736,2018-10-07 09:48:49.627815+00
6629,778,2018-10-07 09:48:57.828796+00
6630,846,2018-10-07 09:49:08.040096+00
6631,802,2018-10-07 09:49:10.92429+00
6632,467,2018-10-07 09:49:13.949115+00
6633,975,2018-10-07 09:49:57.00522+00
6634,562,2018-10-07 09:50:03.459986+00
6635,559,2018-10-07 09:50:05.252766+00
6636,786,2018-10-07 09:51:22.198039+00
6637,861,2018-10-07 09:51:41.432423+00
6638,547,2018-10-07 09:51:59.573348+00
6639,847,2018-10-07 09:52:00.68468+00
6640,818,2018-10-07 09:52:06.363085+00
6641,382,2018-10-07 09:52:36.237636+00
6642,454,2018-10-07 09:52:36.273333+00
6643,616,2018-10-07 09:53:30.561213+00
6644,526,2018-10-07 09:53:35.391399+00
6645,556,2018-10-07 09:53:44.206862+00
6646,235,2018-10-07 09:54:05.112346+00
6647,201,2018-10-07 09:54:33.183175+00
6648,976,2018-10-07 09:54:58.731685+00
6649,336,2018-10-07 09:55:43.863658+00
6650,345,2018-10-07 09:55:52.090141+00
6651,51,2018-10-07 09:55:57.32994+00
6652,847,2018-10-07 09:56:28.856892+00
6653,842,2018-10-07 09:56:42.812052+00
6654,950,2018-10-07 09:56:59.832944+00
6655,486,2018-10-07 09:57:38.377803+00
6656,892,2018-10-07 09:58:05.033461+00
6657,609,2018-10-07 09:58:13.996602+00
6658,676,2018-10-07 09:58:22.66808+00
6659,535,2018-10-07 09:58:24.165781+00
6660,22,2018-10-07 09:58:39.292474+00
6661,196,2018-10-07 09:59:00.900526+00
6662,460,2018-10-07 09:59:17.39791+00
6663,686,2018-10-07 09:59:21.328704+00
6664,210,2018-10-07 09:59:33.245103+00
6665,536,2018-10-07 10:00:17.246689+00
6666,868,2018-10-07 10:00:50.092061+00
6667,174,2018-10-07 10:01:21.336406+00
6668,773,2018-10-07 10:01:41.906509+00
6669,24,2018-10-07 10:01:46.347386+00
6670,176,2018-10-07 10:02:14.616015+00
6671,410,2018-10-07 10:02:18.12464+00
6672,172,2018-10-07 10:02:41.489074+00
6673,125,2018-10-07 10:02:50.188141+00
6674,691,2018-10-07 10:03:11.315203+00
6675,959,2018-10-07 10:03:34.002347+00
6676,2,2018-10-07 10:03:38.780505+00
6677,704,2018-10-07 10:03:45.418229+00
6678,715,2018-10-07 10:03:53.646016+00
6679,332,2018-10-07 10:03:55.439798+00
6680,518,2018-10-07 10:04:26.351245+00
6681,795,2018-10-07 10:04:55.218978+00
6682,715,2018-10-07 10:05:07.548862+00
6683,632,2018-10-07 10:05:11.632601+00
6684,312,2018-10-07 10:05:46.504673+00
6685,247,2018-10-07 10:06:16.961227+00
6686,504,2018-10-07 10:06:33.086624+00
6687,296,2018-10-07 10:07:07.512358+00
6688,374,2018-10-07 10:07:09.771336+00
6689,914,2018-10-07 10:07:16.841075+00
6690,53,2018-10-07 10:07:18.813312+00
6691,428,2018-10-07 10:07:40.928803+00
6692,72,2018-10-07 10:07:51.844664+00
6693,2,2018-10-07 10:08:37.907738+00
6694,502,2018-10-07 10:09:37.600818+00
6695,242,2018-10-07 10:09:41.409563+00
6696,841,2018-10-07 10:09:50.304077+00
6697,700,2018-10-07 10:09:58.750245+00
6698,811,2018-10-07 10:10:23.994312+00
6699,662,2018-10-07 10:10:25.701227+00
6700,313,2018-10-07 10:10:36.40955+00
6701,298,2018-10-07 10:10:42.122633+00
6702,962,2018-10-07 10:10:44.348722+00
6703,270,2018-10-07 10:10:48.403962+00
6704,693,2018-10-07 10:11:20.133771+00
6705,379,2018-10-07 10:11:23.917841+00
6706,316,2018-10-07 10:12:12.061766+00
6707,154,2018-10-07 10:12:52.828612+00
6708,591,2018-10-07 10:13:00.985544+00
6709,863,2018-10-07 10:13:17.964367+00
6710,983,2018-10-07 10:13:35.563089+00
6711,598,2018-10-07 10:13:55.035196+00
6712,9,2018-10-07 10:14:09.559711+00
6713,989,2018-10-07 10:14:19.154917+00
6714,455,2018-10-07 10:14:36.280981+00
6715,658,2018-10-07 10:14:49.50213+00
6716,156,2018-10-07 10:15:08.788166+00
6717,974,2018-10-07 10:15:15.231149+00
6718,256,2018-10-07 10:15:17.457932+00
6719,169,2018-10-07 10:16:07.461644+00
6720,620,2018-10-07 10:16:10.207901+00
6721,973,2018-10-07 10:16:23.092048+00
6722,662,2018-10-07 10:16:30.723937+00
6723,155,2018-10-07 10:16:35.141762+00
6724,30,2018-10-07 10:16:52.878516+00
6725,443,2018-10-07 10:17:05.403647+00
6726,871,2018-10-07 10:17:12.665352+00
6727,324,2018-10-07 10:17:16.820352+00
6728,344,2018-10-07 10:17:48.10452+00
6729,258,2018-10-07 10:17:50.689866+00
6730,135,2018-10-07 10:17:56.064206+00
6731,461,2018-10-07 10:18:19.531287+00
6732,939,2018-10-07 10:18:40.836936+00
6733,419,2018-10-07 10:19:12.183261+00
6734,13,2018-10-07 10:19:35.296834+00
6735,896,2018-10-07 10:20:56.428157+00
6736,515,2018-10-07 10:21:30.946325+00
6737,914,2018-10-07 10:21:32.981677+00
6738,577,2018-10-07 10:21:57.469008+00
6739,14,2018-10-07 10:22:05.348804+00
6740,379,2018-10-07 10:22:28.242973+00
6741,995,2018-10-07 10:22:37.549236+00
6742,12,2018-10-07 10:22:40.474172+00
6743,956,2018-10-07 10:23:07.531123+00
6744,190,2018-10-07 10:23:19.702008+00
6745,762,2018-10-07 10:23:46.820091+00
6746,380,2018-10-07 10:24:02.949056+00
6747,887,2018-10-07 10:24:34.093848+00
6748,772,2018-10-07 10:24:35.280055+00
6749,727,2018-10-07 10:25:05.000334+00
6750,944,2018-10-07 10:25:16.234936+00
6751,238,2018-10-07 10:25:23.811857+00
6752,108,2018-10-07 10:25:51.839834+00
6753,580,2018-10-07 10:25:56.133192+00
6754,167,2018-10-07 10:25:57.240007+00
6755,339,2018-10-07 10:26:13.948846+00
6756,415,2018-10-07 10:26:22.410228+00
6757,281,2018-10-07 10:26:54.615261+00
6758,713,2018-10-07 10:27:24.797633+00
6759,104,2018-10-07 10:27:54.212773+00
6760,242,2018-10-07 10:27:56.103922+00
6761,655,2018-10-07 10:28:17.63383+00
6762,944,2018-10-07 10:28:19.054225+00
6763,42,2018-10-07 10:28:33.280426+00
6764,576,2018-10-07 10:28:35.019467+00
6765,602,2018-10-07 10:28:46.645813+00
6766,306,2018-10-07 10:28:52.157245+00
6767,523,2018-10-07 10:29:12.363611+00
6768,514,2018-10-07 10:29:35.538003+00
6769,417,2018-10-07 10:30:09.978652+00
